Location,Location_Unique,Status,Reviewer,Rating,Relative time,Scraping time,Review,Translated_Review,Cleaned_Review
Gaasperplas,Gaasperplas,official,Mr Varus,4 stars,4 years ago,"2023-11-13,00:10:41","A beautiful lake and surrounding woodland.But their are eastern Europeans living in those woods.And when they are drunk mostly in the evening,you should not go anywhere near that place.They are very aggressive.","A beautiful lake and surrounding woodland.But their are eastern Europeans living in those woods.And when they are drunk mostly in the evening,you should not go anywhere near that place.They are very aggressive.","a beautiful lake and surrounding woodland.but their are eastern europeans living in those woods.and when they are drunk mostly in the evening,you should not go anywhere near that place.they are very aggressive."
Gaasperplas,Gaasperplas,official,Gijsbert,5 stars,4 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,Linda Vlaanderen,4 stars,4 years ago,"2023-11-13,00:10:41",Heerlijk wandelgebied met de honden,Lovely hiking area with the dogs,lovely hiking area with the dogs
Gaasperplas,Gaasperplas,official,Guido Schabehorn,5 stars,4 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,r p (xari),4 stars,4 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,Adresso Herman,3 stars,4 years ago,"2023-11-13,00:10:41",A very beautiful park around a recreational lake in Amsterdam's South East area.,A very beautiful park around a recreational lake in Amsterdam's South East area.,a very beautiful park around a recreational lake in amsterdam's south east area.
Gaasperplas,Gaasperplas,official,Charo Hana,5 stars,4 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,Jorge Luis,3 stars,5 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,ASID and family (ASID),3 stars,5 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,Patrick Smit,5 stars,5 years ago,"2023-11-13,00:10:41",Mooi stukje natuur in een drukke stad. Plek ook van Reggae Lake Festival!,Beautiful piece of nature in a busy city. Site also of Reggae Lake Festival!,beautiful piece of nature in a busy city. site also of reggae lake festival!
Gaasperplas,Gaasperplas,official,Bob Rodenburg,3 stars,5 years ago,"2023-11-13,00:10:41",Niet erg groot maar leuk opgezet,Not very big but nice set up,not very big but nice set up
Gaasperplas,Gaasperplas,official,Sujay Kumar,5 stars,5 years ago,"2023-11-13,00:10:41",Perplas,Perplas,perplas
Gaasperplas,Gaasperplas,official,Tijmen van der Poel,5 stars,5 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,Stephanie Beyer,4 stars,5 years ago,"2023-11-13,00:10:41",Gute Parkmöglichkeit,Good parking facilities,good parking facilities
Gaasperplas,Gaasperplas,official,Floor S,4 stars,5 years ago,"2023-11-13,00:10:41",,,
Gaasperplas,Gaasperplas,official,Luca H,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Mike Wido,4 stars,5 years ago,"2023-11-13,00:10:42",Perfekt um dort zu wohnen und in die Stadt zu fahren,Perfect for living there and going into town,perfect for living there and going into town
Gaasperplas,Gaasperplas,official,Maikel van Leeuwen,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Rob Van Den Hoven,5 stars,5 years ago,"2023-11-13,00:10:42",Hier kun je nog genieten van een stukje natuur en rust t.o. in de drukke stad.,Here you can still enjoy a piece of nature and peace t.o. in the busy city.,here you can still enjoy a piece of nature and peace t.o. in the busy city.
Gaasperplas,Gaasperplas,official,Pavlos Diam,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Marijn Scheers,4 stars,5 years ago,"2023-11-13,00:10:42",Nice picnick place.,Nice picnick place.,nice picnick place.
Gaasperplas,Gaasperplas,official,Baris Meurer,5 stars,5 years ago,"2023-11-13,00:10:42",Nice.,Nice.,nice.
Gaasperplas,Gaasperplas,official,Cora Faber,4 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,H.H. Elenbaas,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,D de Bruin,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Diego,4 stars,5 years ago,"2023-11-13,00:10:42",Hele mooie plek om tot rust te komen of te barbecuen! Rustige plek zonder toeristen.,Very nice place to unwind or barbecue! Quiet place without tourists.,very nice place to unwind or barbecue! quiet place without tourists.
Gaasperplas,Gaasperplas,official,Remmelt Boermeester,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Sunny Kalyar,4 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Erika Pluhár,5 stars,5 years ago,"2023-11-13,00:10:42",Beautiful natural...... i love it,Beautiful natural...... i love it,beautiful natural...... i love it
Gaasperplas,Gaasperplas,official,Jahla,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Tomáš Bánovský,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,A Bakr,3 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Vijay Kumar,4 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Mo Mo,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Cédric MEYER,4 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Joop Pol,4 stars,5 years ago,"2023-11-13,00:10:42",Mooi recreatie gebied,Beautiful recreational area,beautiful recreational area
Gaasperplas,Gaasperplas,official,Luigi Mara,5 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Ferenc Torma,4 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Vasia Damilakou,4 stars,5 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Nance Moi,5 stars,6 years ago,"2023-11-13,00:10:42",Rustig mooie plaats om te wandelen en relaxen,Quiet beautiful place to hike and relax,quiet beautiful place to hike and relax
Gaasperplas,Gaasperplas,official,Sébastien De Wolf,4 stars,6 years ago,"2023-11-13,00:10:42",,,
Gaasperplas,Gaasperplas,official,Monic,4 stars,6 years ago,"2023-11-13,00:10:42",Lekker op het hondenstrand geweest. De honden hebben lekker gespeeld en gezwommen.,Been to the dog beach. The dogs enjoyed playing and swimming.,been to the dog beach. the dogs enjoyed playing and swimming.
Gaasperplas,Gaasperplas,official,Jakob Dietz,5 stars,6 years ago,"2023-11-13,00:10:43",,,
Gaasperplas,Gaasperplas,official,André Schlegel,5 stars,6 years ago,"2023-11-13,00:10:43","Naherholung am Rande von Amsterdam, Metro fährt direkt in die Amsterdamer City","Local recreation on the outskirts of Amsterdam, metro goes directly to Amsterdam city center","local recreation on the outskirts of amsterdam, metro goes directly to amsterdam city center"
Gaasperplas,Gaasperplas,official,Kai Tomasberg,5 stars,7 years ago,"2023-11-13,00:10:43","Gaasperplas is a blue-green bubble of tranquillity with water as the central element. During the walk, the city feels far away but it isn't. Narrow white paths attract you with quiet corners and wooden benches. Beautiful nature to admire.","Gaasperplas is a blue-green bubble of tranquillity with water as the central element. During the walk, the city feels far away but it isn't. Narrow white paths attract you with quiet corners and wooden benches. Beautiful nature to admire.","gaasperplas is a blue-green bubble of tranquillity with water as the central element. during the walk, the city feels far away but it isn't. narrow white paths attract you with quiet corners and wooden benches. beautiful nature to admire."
Gaasperplas strand,Gaasperplas,official,Aart Donker,4 stars,a month ago,"2023-11-13,00:11:07",,,
Gaasperplas strand,Gaasperplas,official,Ahmad Baniyassien,3 stars,4 months ago,"2023-11-13,00:11:07","Positive points:
Gaasperplas is  accessible by metro and public transport.
Nice place for families and for children from different age groups.

None positive points:
Water quality wasn’t that good during the last visit.","Positive points:
Gaasperplas is accessible by metro and public transport.
Nice place for families and for children from different age groups.

None positive points:
Water quality wasn’t that good during the last visit.",positive points: gaasperplas is accessible by metro and public transport. nice place for families and for children from different age groups. none positive points: water quality wasn’t that good during the last visit.
Gaasperplas strand,Gaasperplas,official,Judith Hoefnagel,5 stars,4 months ago,"2023-11-13,00:11:07",,,
Gaasperplas strand,Gaasperplas,official,K P,5 stars,5 months ago,"2023-11-13,00:11:07",,,
Gaasperplas strand,Gaasperplas,official,Antoon van Olderen,5 stars,5 months ago,"2023-11-13,00:11:07",,,
Gaasperplas strand,Gaasperplas,official,Prashant Choudhari,5 stars,a year ago,"2023-11-13,00:11:07",,,
Gaasperplas strand,Gaasperplas,official,Menno L,4 stars,a year ago,"2023-11-13,00:11:07",Leuk en vaak druk strandje om aan te liggen. Voornamelijk leuk met kinderen. Jammer dat er geen echte horeca aanwezig is. Helaas geen verlichting op de aanwezige wc’s in de avonduren. Een simpel solar lampje zou dit al oplossen.,Nice and often crowded beach to lie on. Mainly fun with children. Too bad there is no real catering facilities present. Unfortunately no lighting on the toilets present in the evening hours. A simple solar light would solve this already.,nice and often crowded beach to lie on. mainly fun with children. too bad there is no real catering facilities present. unfortunately no lighting on the toilets present in the evening hours. a simple solar light would solve this already.
Gaasperplas strand,Gaasperplas,official,Rein Molenmaker,5 stars,a year ago,"2023-11-13,00:11:07",Geweldig  mooi voor kinderen,Amazingly beautiful for children,amazingly beautiful for children
Gaasperplas strand,Gaasperplas,official,Oliver Speder,5 stars,a year ago,"2023-11-13,00:11:07",Nett und kostenlos,Nice and free of charge,nice and free of charge
Gaasperplas strand,Gaasperplas,official,Louise Santos,5 stars,a year ago,"2023-11-13,00:11:07",,,
Gaasperplas strand,Gaasperplas,official,Rein Molenmaker,5 stars,a year ago,"2023-11-13,00:11:07",Heel mooi ook voor volwassenen.,Very nice also for adults.,very nice also for adults.
Gaasperplas strand,Gaasperplas,official,Petra Wurzel,4 stars,a year ago,"2023-11-13,00:11:07",Mit dem Rad gut zu umfahren. Der Strand dürfte gepflegter sein.,Easy to cycle around. The beach should be better maintained.,easy to cycle around. the beach should be better maintained.
Gaasperplas strand,Gaasperplas,official,Gerard Biesot,5 stars,a year ago,"2023-11-13,00:11:07",Wat wen verademing onder de rook v d stad,What a relief under the smoke of the city,what a relief under the smoke of the city
Gaasperplas strand,Gaasperplas,official,Ramon van der Werf,4 stars,a year ago,"2023-11-13,00:11:07",,,
Gaasperplas strand,Gaasperplas,official,Jürgen Klaus,5 stars,a year ago,"2023-11-13,00:11:07",Schön und Ruhi,Nice and quiet,nice and quiet
Gaasperplas strand,Gaasperplas,official,Rūta Griniūtė,5 stars,a year ago,"2023-11-13,00:11:07",Beautiful place for walks  ,Beautiful place for walks,beautiful place for walks
Gaasperplas strand,Gaasperplas,official,Daphne van der Woude,5 stars,a year ago,"2023-11-13,00:11:07",Lovely place to come relax by the water. Lots of things to do for kids and for adults to get some sunshine. Definitely a good place to go to on a sunny day.,Lovely place to come relax by the water. Lots of things to do for kids and for adults to get some sunshine. Definitely a good place to go to on a sunny day.,lovely place to come relax by the water. lots of things to do for kids and for adults to get some sunshine. definitely a good place to go to on a sunny day.
Gaasperplas strand,Gaasperplas,official,Jelena Jsp,4 stars,a year ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Clara Favero,4 stars,a year ago,"2023-11-13,00:11:08","Noce one especially in summer. Small, best for children","Noce one especially in summer. Small, best for children","noce one especially in summer. small, best for children"
Gaasperplas strand,Gaasperplas,official,Sick MoFro,4 stars,2 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Omri Raviv,5 stars,2 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Mar H.,5 stars,2 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Lyd B,5 stars,2 years ago,"2023-11-13,00:11:08",Gewoon heerlijk en natuurlijk,Just delicious and natural,just delicious and natural
Gaasperplas strand,Gaasperplas,official,Basem Alali,5 stars,2 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Krystian Dedyk,5 stars,2 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Gourav Sinha,4 stars,2 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Sara Silva,5 stars,2 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Vincent Van Hussen,4 stars,2 years ago,"2023-11-13,00:11:08",Gezellig!!!!!,Cozy!!!!!,cozy!!!!!
Gaasperplas strand,Gaasperplas,official,Māris Stepānovs,5 stars,3 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Caitlin Van Toor,3 stars,3 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Nicole L.,5 stars,3 years ago,"2023-11-13,00:11:08",Super schöner Strand,Super nice beach,super nice beach
Gaasperplas strand,Gaasperplas,official,Mama Miaa,5 stars,3 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Mr. Schutt,5 stars,3 years ago,"2023-11-13,00:11:08","Super mooi &  mega groot natuurgebied!
Zwemmen spelen strand ligweide speeltuin glijbaan BBQ feest
Echt de moeite waard om een x naar toe te gaan,met het hele gezin een dagje uit","Super beautiful & mega large nature reserve!
Swimming play beach sunbathing area playground slide BBQ party
Really worth a x to go, with the whole family a day out","super beautiful & mega large nature reserve! swimming play beach sunbathing area playground slide bbq party really worth a x to go, with the whole family a day out"
Gaasperplas strand,Gaasperplas,official,Giusy Cattogno,5 stars,3 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Jan Herke,5 stars,3 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Tibor van den Brink,5 stars,4 years ago,"2023-11-13,00:11:08",,,
Gaasperplas strand,Gaasperplas,official,Tom Wilke,5 stars,5 years ago,"2023-11-13,00:11:08","I enjoy swimming here, the water is clean and has space in nature","I enjoy swimming here, the water is clean and has space in nature","i enjoy swimming here, the water is clean and has space in nature"
Gaasperplas strand,Gaasperplas,official,Gilian van Neck,4 stars,6 years ago,"2023-11-13,00:11:08","Heel leuk strand, maar jammer dat je er vanaf 1 april t/m 1 oktober niet met de honden mag komen!!","Very nice beach, but too bad that from April 1 to October 1 you are not allowed there with dogs!!!","very nice beach, but too bad that from april 1 to october 1 you are not allowed there with dogs!!!"
Gaasperplas strand,Gaasperplas,official,Sheila S,4 stars,6 years ago,"2023-11-13,00:11:08",,,
Playground Gaasperplaspark,Gaasperplas,official,supi karo,5 stars,5 months ago,"2023-11-13,00:11:30","nice for a bbq, to play with kids or just sit and enjoy :)","nice for a bbq, to play with kids or just sit and enjoy :)","nice for a bbq, to play with kids or just sit and enjoy :)"
Playground Gaasperplaspark,Gaasperplas,official,MR DON,5 stars,7 months ago,"2023-11-13,00:11:30","Goedenavond, het was een dag. Nee, het was geen dag. Het was veel mooier. Onuitsprekelijke uitzichten. Het is voor rust en kalmte in een schilderachtige natuur. Alles is mooi. Het is ook geschikt voor kinderen. Barbecue en spelen met alle spellen is geweldig. Dank je. ","Good evening, it was a day. No, it was not a day. It was much more beautiful. Unspeakable views. It is for peace and tranquility in picturesque nature. Everything is beautiful. It is also suitable for children. Barbecue and play with all the games is great. Thank you.","good evening, it was a day. no, it was not a day. it was much more beautiful. unspeakable views. it is for peace and tranquility in picturesque nature. everything is beautiful. it is also suitable for children. barbecue and play with all the games is great. thank you."
